vendedor_1,vendedor_2,producto,fecha
8,9,IMPRES33,26/02/2023
10,7,SMARTWAT,06/08/2022
5,9,AIRE2200,07/08/2022
4,10,CONSOLA9,24/05/2017
4,9,LAPTOP15,10/01/2025
8,3,TABLET10,28/09/2012
9,15,CAMARAHD,20/03/2019
7,10,DRONE99,06/12/2017
7,12,AIRE2200,03/12/2024
3,11,IMPRES33,27/06/2019
8,9,TABLET10,26/02/2011
7,4,CAMARAHD,14/06/2016
2,11,TABLET10,20/06/2023
5,10,CAMARAHD,03/01/2017
7,4,CONSOLA9,20/11/2017
6,6,CELULAA01,28/04/2012
1,7,DRONE99,18/12/2022
3,7,TABLET10,19/05/2021
4,5,SMARTWAT,09/10/2014
4,4,CONSOLA9,21/06/2013
3,5,DRONE99,23/09/2024
7,8,IMPRES33,25/10/2020
9,10,LAPTOP15,12/01/2015
4,7,CELULAA01,05/06/2012
3,5,IMPRES33,08/11/2017
4,10,SMARTWAT,23/06/2022
4,7,SMARTWAT,31/03/2018
6,8,TABLET10,30/07/2012
3,10,TV42,01/04/2016
10,8,DRONE99,17/11/2022
5,11,CONSOLA9,27/01/2015
5,9,IMPRES33,17/08/2019
3,9,TABLET10,01/08/2022
2,10,TV42,12/12/2023
7,8,IMPRES33,06/10/2023
5,9,AIRE2200,20/02/2025
4,8,CAMARAHD,31/05/2024
6,7,LAPTOP15,27/06/2022
5,13,AIRE2200,04/08/2010
4,4,TV42,29/08/2023
7,8,CELULAA01,02/10/2024
4,8,TV42,21/07/2025
2,6,TV42,31/12/2015
3,6,IMPRES33,26/08/2010
8,6,CAMARAHD,17/01/2014
5,2,DRONE99,17/02/2016
6,5,AIRE2200,05/10/2025
2,6,IMPRES33,06/12/2016
3,5,TABLET10,15/08/2017
3,12,CONSOLA9,15/11/2017
7,9,DRONE99,20/02/2010
5,6,CAMARAHD,26/01/2014
2,4,CONSOLA9,19/03/2013
2,7,AIRE2200,14/09/2022
7,5,AIRE2200,28/09/2024
8,9,CELULAA01,28/12/2018
4,4,TABLET10,25/07/2011
4,13,CONSOLA9,08/03/2013
4,2,AIRE2200,14/03/2024
3,5,IMPRES33,09/09/2010
4,8,CONSOLA9,22/01/2012
6,6,CELULAA01,24/11/2021
5,9,AIRE2200,29/10/2014
5,8,IMPRES33,09/06/2018
3,3,TV42,02/06/2019
6,7,AIRE2200,05/03/2020
4,6,TABLET10,24/08/2017
2,8,TV42,13/07/2013
5,5,TV42,20/04/2018
7,9,SMARTWAT,27/12/2016
8,8,CAMARAHD,11/04/2017
0,7,TV42,24/09/2022
5,7,TABLET10,17/05/2023
4,8,SMARTWAT,27/11/2011
6,5,CAMARAHD,07/03/2011
4,12,CONSOLA9,28/06/2013
7,8,LAPTOP15,13/07/2013
2,9,IMPRES33,10/11/2023
3,6,CONSOLA9,12/02/2011
3,8,CELULAA01,12/02/2025
5,9,LAPTOP15,31/10/2011
6,7,TV42,08/02/2016
9,7,CELULAA01,09/12/2019
6,5,CAMARAHD,05/11/2024
7,4,CONSOLA9,06/07/2019
2,8,TV42,22/11/2020
2,3,LAPTOP15,14/08/2023
8,9,IMPRES33,01/12/2019
8,8,TV42,16/04/2019
8,4,TV42,16/02/2016
7,10,IMPRES33,01/11/2014
6,9,CELULAA01,29/06/2021
2,7,CAMARAHD,21/07/2012
7,5,CELULAA01,28/09/2017
6,3,LAPTOP15,23/08/2019
5,5,CELULAA01,27/06/2012
6,7,CONSOLA9,09/05/2016
4,4,TABLET10,18/03/2025
4,11,TV42,21/03/2025
4,4,CELULAA01,21/04/2023
5,3,SMARTWAT,30/11/2020
4,9,LAPTOP15,26/10/2021
7,11,SMARTWAT,18/12/2024
2,5,TABLET10,01/12/2016
4,4,SMARTWAT,08/01/2011
1,6,CELULAA01,12/12/2014
6,6,SMARTWAT,12/11/2018
1,6,CONSOLA9,11/06/2023
6,8,SMARTWAT,25/03/2011
6,11,CELULAA01,04/03/2010
0,14,CAMARAHD,02/08/2014
6,6,IMPRES33,05/10/2016
1,7,SMARTWAT,27/09/2014
4,8,AIRE2200,29/01/2013
6,6,TV42,25/09/2015
7,3,DRONE99,29/06/2016
6,7,TABLET10,11/05/2017
3,10,LAPTOP15,09/09/2012
7,4,IMPRES33,05/03/2010
6,6,CELULAA01,26/02/2021
5,7,CAMARAHD,29/08/2019
7,4,CELULAA01,10/12/2013
4,5,SMARTWAT,24/11/2012
7,9,LAPTOP15,12/07/2018
1,7,TABLET10,11/12/2021
2,5,CONSOLA9,13/10/2025
2,5,IMPRES33,01/03/2015
6,7,DRONE99,22/03/2021
8,6,DRONE99,14/07/2022
6,11,DRONE99,25/12/2024
0,5,SMARTWAT,11/12/2017
10,1,CAMARAHD,14/08/2011
2,5,DRONE99,27/11/2018
5,8,SMARTWAT,13/12/2010
8,4,TV42,14/10/2019
5,5,CAMARAHD,03/06/2010
4,4,DRONE99,24/04/2020
3,9,AIRE2200,30/09/2011
7,11,CAMARAHD,08/01/2017
7,3,LAPTOP15,30/11/2022
3,7,LAPTOP15,18/08/2019
3,4,LAPTOP15,11/11/2022
2,7,CAMARAHD,27/01/2019
2,3,AIRE2200,30/11/2025
7,8,CAMARAHD,11/05/2024
4,9,CAMARAHD,15/05/2019
1,7,TABLET10,29/06/2016
3,8,SMARTWAT,01/08/2012
10,6,IMPRES33,01/02/2019
3,6,SMARTWAT,20/06/2010
6,7,CAMARAHD,14/04/2017
4,8,CELULAA01,08/11/2013
5,2,CAMARAHD,12/11/2023
3,11,DRONE99,27/04/2020
7,3,DRONE99,20/06/2025
5,10,TABLET10,12/02/2018
2,4,AIRE2200,23/12/2011
6,10,TABLET10,18/10/2019
3,11,LAPTOP15,17/05/2012
2,4,AIRE2200,17/06/2015
7,3,TV42,10/10/2019
6,4,LAPTOP15,18/03/2023
3,10,SMARTWAT,25/12/2018
5,6,AIRE2200,02/10/2021
7,5,CONSOLA9,07/10/2011
4,1,DRONE99,17/11/2018
4,10,CAMARAHD,16/12/2016
3,5,DRONE99,13/08/2017
6,7,LAPTOP15,21/12/2014
4,6,DRONE99,21/06/2017
5,7,IMPRES33,09/10/2013
7,2,DRONE99,18/09/2011
4,10,SMARTWAT,13/06/2021
3,6,DRONE99,15/03/2024
1,5,LAPTOP15,23/07/2012
5,4,CAMARAHD,25/11/2021
8,7,SMARTWAT,09/06/2021
5,6,IMPRES33,08/05/2014
5,10,CELULAA01,02/11/2017
3,6,CAMARAHD,16/11/2017
3,7,DRONE99,23/06/2024
6,12,TABLET10,24/04/2013
5,11,AIRE2200,20/04/2015
7,4,LAPTOP15,22/04/2012
6,8,CONSOLA9,14/04/2013
8,6,SMARTWAT,28/09/2015
8,10,DRONE99,05/06/2014
8,7,CAMARAHD,22/11/2013
9,3,IMPRES33,06/07/2023
5,7,CELULAA01,06/06/2013
3,8,IMPRES33,13/09/2024
4,5,IMPRES33,10/09/2011
5,6,IMPRES33,22/12/2013
6,4,CAMARAHD,01/02/2024
7,7,IMPRES33,30/01/2021
4,6,SMARTWAT,28/05/2020
6,10,DRONE99,24/08/2022
13,7,DRONE99,31/12/2022
3,10,DRONE99,26/01/2020
7,10,CELULAA01,11/04/2025
7,7,CAMARAHD,30/08/2022
2,7,SMARTWAT,03/06/2024
5,12,TABLET10,01/04/2024
2,6,TABLET10,04/01/2024
4,10,SMARTWAT,01/04/2017
3,9,LAPTOP15,26/01/2024
3,7,DRONE99,02/02/2017
1,5,CAMARAHD,21/05/2013
7,4,IMPRES33,12/11/2019
4,1,AIRE2200,14/07/2011
9,6,CONSOLA9,08/07/2020
4,7,CONSOLA9,02/12/2019
6,5,TV42,29/02/2024
3,7,SMARTWAT,16/10/2016
8,8,TABLET10,29/02/2016
6,11,CONSOLA9,07/04/2023
5,4,TABLET10,06/04/2011
3,6,CELULAA01,23/11/2017
11,4,AIRE2200,19/05/2021
7,11,CAMARAHD,31/08/2011
6,10,CELULAA01,17/12/2016
6,5,DRONE99,10/05/2020
6,4,LAPTOP15,20/02/2020
6,4,SMARTWAT,05/11/2010
5,8,TV42,12/04/2011
8,3,IMPRES33,09/04/2018
6,7,IMPRES33,09/06/2016
8,4,AIRE2200,21/09/2011
13,8,LAPTOP15,17/06/2024
4,4,CAMARAHD,10/01/2012
1,4,CONSOLA9,18/10/2023
4,7,AIRE2200,29/04/2023
2,4,TABLET10,16/05/2021
7,10,LAPTOP15,16/08/2018
4,8,AIRE2200,18/05/2020
5,6,DRONE99,07/01/2023
8,7,LAPTOP15,07/06/2022
6,6,SMARTWAT,03/12/2010
5,8,CELULAA01,02/02/2020
2,7,CAMARAHD,28/10/2022
6,8,TABLET10,14/08/2024
5,7,CAMARAHD,23/03/2014
6,5,LAPTOP15,18/03/2017
3,5,CONSOLA9,28/07/2023
6,6,AIRE2200,01/09/2020
6,12,LAPTOP15,31/03/2021
4,9,DRONE99,20/05/2013
7,8,IMPRES33,22/05/2011
4,5,DRONE99,08/02/2020
0,6,TV42,27/04/2012
9,4,AIRE2200,14/09/2017
1,11,TABLET10,22/11/2011
6,6,TABLET10,26/04/2021
4,5,SMARTWAT,29/06/2024
5,9,CONSOLA9,14/11/2013
6,5,CONSOLA9,17/11/2010
8,8,TABLET10,23/07/2015
4,7,TV42,14/11/2025
5,8,CELULAA01,27/10/2019
10,4,DRONE99,09/11/2019
5,8,CONSOLA9,03/10/2021
7,9,SMARTWAT,22/09/2021
6,7,LAPTOP15,05/09/2023
4,5,SMARTWAT,24/07/2013
3,6,LAPTOP15,01/03/2018
5,7,CAMARAHD,13/05/2018
4,9,DRONE99,06/05/2016
4,1,CELULAA01,09/09/2018
5,13,CELULAA01,03/03/2019
2,8,DRONE99,03/08/2017
7,7,DRONE99,24/03/2025
3,7,CONSOLA9,30/05/2023
5,10,CAMARAHD,05/03/2011
6,7,TV42,25/02/2024
8,11,CELULAA01,08/07/2024
5,12,CONSOLA9,04/07/2017
3,3,SMARTWAT,24/06/2011
3,11,LAPTOP15,24/05/2017
5,6,IMPRES33,14/02/2012
7,5,IMPRES33,07/07/2022
5,8,LAPTOP15,20/03/2025
5,8,CAMARAHD,02/09/2018
10,8,LAPTOP15,16/05/2016
2,4,TV42,27/08/2015
6,9,CONSOLA9,22/09/2024
7,6,IMPRES33,09/07/2023
4,8,AIRE2200,16/05/2013
11,14,TV42,23/06/2017
5,5,SMARTWAT,30/10/2011
4,10,CELULAA01,26/01/2023
1,6,CAMARAHD,19/11/2024
11,5,TABLET10,04/03/2013
3,7,CELULAA01,05/11/2017
2,10,CAMARAHD,16/12/2016
7,8,DRONE99,18/09/2024
5,8,CAMARAHD,31/08/2025
1,7,CAMARAHD,07/11/2024
6,9,AIRE2200,16/10/2018
4,7,AIRE2200,22/11/2012
9,6,TV42,07/05/2023
4,7,TABLET10,24/11/2025
9,6,DRONE99,26/11/2011
5,8,CAMARAHD,11/12/2016
2,10,SMARTWAT,15/07/2022
8,8,IMPRES33,13/06/2018
2,6,DRONE99,07/06/2024
7,5,TABLET10,14/05/2017
9,6,SMARTWAT,12/11/2012
3,6,CELULAA01,11/01/2025
3,10,AIRE2200,06/10/2025
6,10,CELULAA01,16/05/2025
7,9,SMARTWAT,22/10/2021
2,6,CELULAA01,05/02/2012
9,5,DRONE99,28/06/2024
5,7,CONSOLA9,14/01/2025
5,12,DRONE99,01/07/2019
3,6,CAMARAHD,28/05/2021
6,5,IMPRES33,12/02/2018
6,5,LAPTOP15,30/05/2010
4,6,CAMARAHD,18/02/2018
6,6,TABLET10,05/12/2016
8,4,SMARTWAT,16/01/2014
4,8,TV42,21/10/2014
6,9,TABLET10,31/08/2017
4,3,CONSOLA9,27/11/2020
9,10,TABLET10,22/04/2014
5,5,CAMARAHD,30/01/2015
7,8,CONSOLA9,31/01/2013
2,8,CAMARAHD,23/06/2013
4,11,CAMARAHD,25/09/2011
4,5,TABLET10,20/08/2016
7,10,AIRE2200,08/04/2012
3,11,DRONE99,21/05/2021
4,9,CELULAA01,08/02/2022
3,7,CAMARAHD,23/10/2021
3,9,TV42,06/11/2010
2,8,CONSOLA9,05/11/2024
10,6,CAMARAHD,21/07/2017
3,7,IMPRES33,11/11/2023
2,9,DRONE99,09/12/2012
6,10,AIRE2200,25/05/2023
4,8,SMARTWAT,14/06/2018
6,12,AIRE2200,17/06/2013
2,10,CELULAA01,22/08/2013
4,4,IMPRES33,21/01/2014
9,7,SMARTWAT,16/07/2025
10,6,DRONE99,05/01/2024
5,10,SMARTWAT,18/09/2013
2,11,SMARTWAT,26/10/2019
3,4,DRONE99,24/12/2010
7,7,DRONE99,20/03/2019
6,8,CAMARAHD,04/03/2018
4,8,TABLET10,03/03/2025
2,7,AIRE2200,30/04/2015
7,7,CAMARAHD,18/12/2019
6,4,IMPRES33,11/09/2023
7,7,AIRE2200,23/05/2016
7,6,IMPRES33,26/01/2020
3,5,IMPRES33,01/04/2015
3,8,DRONE99,23/12/2021
4,5,CONSOLA9,14/05/2015
5,4,CAMARAHD,10/12/2016
2,5,TV42,09/07/2020
4,5,AIRE2200,09/05/2014
7,7,CELULAA01,02/04/2018
5,2,IMPRES33,19/03/2025
6,9,TABLET10,17/10/2022
4,3,SMARTWAT,19/11/2019
9,9,CAMARAHD,10/05/2020
2,9,CAMARAHD,27/04/2016
6,12,AIRE2200,26/07/2018
4,10,TV42,12/04/2021
3,9,CELULAA01,30/10/2021
6,5,AIRE2200,23/05/2019
7,3,LAPTOP15,20/08/2013
8,3,LAPTOP15,24/06/2014
9,8,TABLET10,25/07/2023
5,6,SMARTWAT,07/02/2013
4,3,TV42,11/08/2015
3,8,IMPRES33,04/03/2011
7,5,TV42,19/05/2024
4,6,DRONE99,11/10/2020
8,8,CAMARAHD,29/04/2018
8,12,TV42,09/06/2022
1,8,SMARTWAT,20/04/2012
5,4,LAPTOP15,15/12/2025
4,9,TV42,28/07/2021
3,10,DRONE99,18/10/2012
2,6,LAPTOP15,24/05/2016
8,8,IMPRES33,19/11/2011
8,14,CAMARAHD,06/08/2013
3,9,TV42,13/02/2016
4,10,DRONE99,29/01/2020
12,9,SMARTWAT,07/07/2021
3,6,TV42,22/04/2013
3,5,DRONE99,24/10/2019
4,7,LAPTOP15,22/01/2012
3,10,DRONE99,24/12/2014
4,5,IMPRES33,13/02/2020
6,3,AIRE2200,03/11/2017
4,1,AIRE2200,07/08/2010
3,9,SMARTWAT,22/04/2019
8,4,TV42,13/03/2011
2,9,AIRE2200,22/11/2018
3,9,TV42,05/04/2021
7,7,DRONE99,22/05/2018
3,6,DRONE99,16/04/2015
7,11,TV42,30/08/2018
5,7,LAPTOP15,31/10/2011
2,14,SMARTWAT,30/05/2018
9,5,SMARTWAT,14/01/2015
4,7,IMPRES33,19/08/2010
3,9,CELULAA01,23/02/2017
1,11,LAPTOP15,22/03/2012
2,8,CONSOLA9,30/07/2024
6,5,DRONE99,09/07/2017
10,5,SMARTWAT,11/04/2013
6,3,CELULAA01,01/02/2013
6,4,CELULAA01,10/11/2010
2,7,SMARTWAT,08/06/2016
4,10,AIRE2200,06/08/2020
5,5,IMPRES33,12/08/2025
8,5,CONSOLA9,10/02/2013
5,6,SMARTWAT,28/10/2025
3,5,TV42,09/07/2020
1,5,TV42,23/01/2020
7,4,CAMARAHD,20/10/2023
7,7,AIRE2200,13/02/2010
4,4,AIRE2200,12/10/2011
4,10,DRONE99,05/06/2010
4,5,DRONE99,28/09/2015
9,7,IMPRES33,02/11/2014
1,13,TABLET10,09/05/2013
3,6,AIRE2200,23/04/2022
4,2,SMARTWAT,28/08/2023
3,6,CELULAA01,02/11/2021
3,7,CAMARAHD,30/06/2019
8,3,CELULAA01,29/06/2012
11,7,TABLET10,18/06/2016
4,8,CONSOLA9,01/05/2015
2,5,DRONE99,03/10/2016
3,9,CONSOLA9,25/09/2012
4,8,TABLET10,27/01/2011
2,3,TABLET10,08/05/2015
7,5,SMARTWAT,02/06/2019
2,5,CELULAA01,01/05/2024
11,2,CELULAA01,21/12/2023
5,10,TV42,02/04/2020
5,7,SMARTWAT,30/05/2011
4,4,TABLET10,27/06/2012
4,5,SMARTWAT,18/03/2021
4,5,LAPTOP15,21/05/2023
3,8,AIRE2200,09/01/2022
5,7,SMARTWAT,15/05/2010
9,6,IMPRES33,04/03/2024
5,9,CONSOLA9,23/07/2021
2,7,TABLET10,24/11/2022
6,6,CAMARAHD,05/06/2015
7,12,CELULAA01,22/03/2013
5,9,LAPTOP15,14/07/2016
7,7,CONSOLA9,18/08/2019
7,6,LAPTOP15,13/01/2010
8,4,AIRE2200,16/10/2023
7,6,CELULAA01,30/11/2017
3,2,LAPTOP15,25/05/2015
4,12,LAPTOP15,19/10/2022
4,5,CELULAA01,06/05/2019
3,11,TV42,15/03/2014
7,6,DRONE99,25/11/2024
7,6,IMPRES33,27/12/2024
3,11,TV42,03/12/2011
7,6,AIRE2200,28/09/2021
8,3,DRONE99,02/02/2018
3,9,LAPTOP15,09/07/2011
4,4,TV42,19/10/2021
7,6,AIRE2200,16/03/2022
1,4,TV42,19/05/2021
4,7,CAMARAHD,21/05/2021
2,6,IMPRES33,06/06/2022
2,8,DRONE99,16/06/2010
5,7,CAMARAHD,04/10/2018
6,9,TABLET10,18/07/2020
5,11,SMARTWAT,23/12/2010
4,9,CAMARAHD,04/04/2024
5,10,SMARTWAT,05/09/2018
7,8,LAPTOP15,17/05/2018
4,5,SMARTWAT,09/09/2015
2,9,CONSOLA9,14/05/2010
9,6,TABLET10,04/01/2018
4,3,AIRE2200,08/07/2011
3,2,SMARTWAT,25/09/2017
4,10,CONSOLA9,30/05/2015
4,7,LAPTOP15,26/09/2024
6,5,TV42,03/02/2024
4,10,AIRE2200,29/04/2012
6,7,CONSOLA9,19/01/2023
9,9,TV42,16/06/2017
3,9,CAMARAHD,28/12/2012
3,6,LAPTOP15,30/12/2010
8,5,LAPTOP15,26/11/2017
6,5,TABLET10,31/03/2022
1,10,CONSOLA9,05/08/2017
7,5,LAPTOP15,01/06/2024
5,7,IMPRES33,05/12/2013
7,8,CELULAA01,10/05/2025
5,4,DRONE99,03/06/2020
2,6,SMARTWAT,06/08/2025
6,3,SMARTWAT,25/09/2020
7,3,TABLET10,03/03/2024
5,8,TABLET10,02/02/2014
6,13,TV42,09/01/2013
5,8,DRONE99,01/06/2011
6,12,TV42,07/04/2020
3,3,TABLET10,30/10/2010
4,7,CELULAA01,31/07/2016
5,3,TV42,10/07/2014
8,4,SMARTWAT,25/12/2010
10,7,SMARTWAT,23/06/2014
5,6,LAPTOP15,10/12/2010
3,9,CONSOLA9,29/01/2017
7,6,AIRE2200,15/12/2016
2,4,DRONE99,24/07/2021
6,5,TV42,07/12/2018
6,5,IMPRES33,07/03/2022
6,13,SMARTWAT,14/08/2020
5,4,SMARTWAT,07/09/2015
0,4,LAPTOP15,27/10/2010
6,9,DRONE99,05/07/2024
4,13,CELULAA01,15/04/2014
6,3,CONSOLA9,01/06/2016
3,5,SMARTWAT,03/01/2018
6,6,CELULAA01,27/01/2011
3,12,CAMARAHD,15/09/2024
5,5,TV42,12/06/2017
2,7,TABLET10,17/02/2016
4,7,IMPRES33,16/10/2012
7,7,SMARTWAT,03/04/2018
6,8,SMARTWAT,20/10/2019
7,6,TABLET10,21/12/2018
6,3,CONSOLA9,12/11/2019
2,10,TV42,03/09/2018
0,9,TV42,09/08/2017
4,6,CELULAA01,11/03/2014
5,7,SMARTWAT,16/02/2021
2,7,SMARTWAT,10/07/2025
3,8,AIRE2200,27/02/2021
6,7,IMPRES33,29/03/2018
9,8,LAPTOP15,24/08/2021
6,7,IMPRES33,25/12/2015
4,8,IMPRES33,08/11/2011
2,9,CAMARAHD,10/07/2019
6,9,TABLET10,09/10/2011
7,9,AIRE2200,29/08/2019
2,7,CAMARAHD,07/07/2023
6,6,TABLET10,18/01/2014
8,6,IMPRES33,27/03/2022
4,7,LAPTOP15,03/08/2016
6,7,DRONE99,16/03/2017
6,6,IMPRES33,20/04/2012
1,10,TABLET10,18/10/2011
7,7,IMPRES33,10/05/2017
6,9,LAPTOP15,28/10/2024
5,7,CELULAA01,18/08/2016
3,5,CONSOLA9,15/11/2016
7,3,AIRE2200,01/01/2020
4,4,TABLET10,08/07/2023
2,6,CELULAA01,23/07/2019
7,6,TABLET10,27/09/2013
5,13,IMPRES33,21/06/2025
8,7,IMPRES33,16/12/2019
7,7,AIRE2200,19/11/2017
5,11,SMARTWAT,11/01/2020
4,6,DRONE99,13/12/2010
3,5,LAPTOP15,28/11/2017
9,6,IMPRES33,16/10/2023
4,4,IMPRES33,04/10/2019
8,4,LAPTOP15,28/02/2016
4,7,CAMARAHD,05/05/2024
2,7,TABLET10,15/04/2011
2,5,TV42,07/09/2011
5,7,AIRE2200,20/01/2025
8,6,CELULAA01,19/04/2024
5,5,TV42,10/02/2019
6,6,LAPTOP15,24/02/2018
3,9,SMARTWAT,05/07/2021
5,11,TV42,28/03/2025
8,9,CELULAA01,03/08/2013
4,5,TV42,13/09/2010
5,3,TV42,15/03/2013
1,9,DRONE99,18/08/2023
5,9,CAMARAHD,17/03/2025
6,2,TABLET10,30/10/2019
3,3,DRONE99,13/10/2010
6,8,SMARTWAT,31/10/2012
5,11,IMPRES33,05/07/2011
5,8,TV42,18/04/2015
6,4,CONSOLA9,21/06/2024
6,14,AIRE2200,20/03/2018
7,6,CAMARAHD,14/02/2018
6,9,CAMARAHD,03/08/2018
5,11,CONSOLA9,21/09/2022
6,4,SMARTWAT,23/09/2010
6,13,AIRE2200,28/07/2023
5,9,AIRE2200,10/06/2013
10,4,TV42,25/03/2025
4,6,CONSOLA9,03/02/2020
8,9,AIRE2200,27/04/2018
6,7,CONSOLA9,06/05/2018
4,5,TV42,16/12/2019
5,6,CONSOLA9,22/09/2011
4,8,LAPTOP15,15/11/2022
6,6,TV42,01/02/2013
2,8,DRONE99,16/11/2021
2,7,DRONE99,26/03/2018
9,12,DRONE99,05/12/2018
1,9,CONSOLA9,19/01/2017
3,6,CONSOLA9,27/07/2024
4,7,TV42,02/04/2016
3,4,TABLET10,07/08/2015
2,6,TV42,18/07/2012
6,7,TABLET10,01/08/2010
2,5,SMARTWAT,05/03/2014
7,5,CONSOLA9,12/03/2021
10,3,SMARTWAT,12/08/2021
1,2,TV42,06/09/2018
2,5,CONSOLA9,07/08/2022
4,2,LAPTOP15,22/08/2012
4,10,CAMARAHD,15/11/2015
8,12,CAMARAHD,03/11/2015
6,8,TV42,16/10/2025
2,8,TABLET10,04/01/2020
6,6,IMPRES33,24/10/2014
8,10,DRONE99,22/09/2023
8,7,TABLET10,28/05/2016
2,6,CELULAA01,26/07/2025
5,5,DRONE99,06/01/2021
4,4,IMPRES33,28/06/2014
3,3,TV42,01/10/2012
8,11,CONSOLA9,16/01/2013
3,9,DRONE99,30/08/2011
7,8,AIRE2200,21/02/2020
2,5,CELULAA01,15/11/2013
1,9,CONSOLA9,31/12/2025
5,5,AIRE2200,26/12/2019
4,5,CONSOLA9,21/12/2011
4,8,TABLET10,18/04/2025
4,6,TV42,03/03/2017
3,4,DRONE99,23/12/2024
0,8,SMARTWAT,17/10/2017
2,7,TABLET10,30/11/2025
3,10,TABLET10,16/06/2011
4,12,AIRE2200,03/05/2022
2,5,TV42,28/02/2022
6,12,TABLET10,06/07/2016
5,3,AIRE2200,23/09/2016
1,9,DRONE99,14/07/2013
8,12,TV42,19/12/2025
6,8,TABLET10,30/11/2025
1,16,CONSOLA9,15/09/2025
9,7,CONSOLA9,21/04/2024
3,8,SMARTWAT,27/11/2013
9,6,AIRE2200,09/02/2018
4,7,TV42,30/05/2021
3,14,SMARTWAT,11/01/2015
7,5,TV42,21/09/2012
5,8,LAPTOP15,05/07/2014
6,7,DRONE99,11/02/2013
3,4,IMPRES33,24/04/2015
7,4,DRONE99,30/01/2021
5,8,DRONE99,04/08/2010
8,10,CAMARAHD,04/02/2018
7,8,SMARTWAT,05/06/2022
3,9,TABLET10,02/11/2022
5,6,AIRE2200,11/04/2018
9,4,LAPTOP15,25/06/2020
5,7,CONSOLA9,17/05/2022
6,6,TABLET10,29/11/2012
4,4,SMARTWAT,23/09/2023
6,5,TABLET10,08/12/2011
6,12,CAMARAHD,23/06/2011
5,10,DRONE99,08/12/2016
6,2,AIRE2200,06/12/2018
4,5,DRONE99,26/09/2020
4,7,TABLET10,16/10/2021
7,9,LAPTOP15,20/03/2019
7,5,IMPRES33,09/03/2019
5,8,LAPTOP15,23/11/2022
3,7,SMARTWAT,28/08/2011
3,7,CAMARAHD,23/10/2012
3,8,LAPTOP15,10/02/2017
2,10,CELULAA01,29/05/2024
6,9,SMARTWAT,31/08/2011
3,5,CAMARAHD,04/02/2020
3,8,CAMARAHD,13/06/2020
11,5,SMARTWAT,03/04/2025
4,7,AIRE2200,09/08/2021
10,7,TV42,23/09/2017
8,9,AIRE2200,17/11/2012
3,8,IMPRES33,14/05/2022
7,6,LAPTOP15,08/05/2024
5,4,CONSOLA9,09/03/2023
3,4,CELULAA01,30/01/2014
5,6,LAPTOP15,23/11/2012
6,1,AIRE2200,15/09/2019
5,5,AIRE2200,12/04/2021
5,3,AIRE2200,30/03/2011
2,7,CAMARAHD,14/10/2012
6,5,CELULAA01,15/08/2021
5,4,DRONE99,07/06/2013
4,4,CELULAA01,27/10/2016
7,3,LAPTOP15,10/09/2013
5,5,IMPRES33,19/08/2013
6,9,CAMARAHD,28/03/2017
6,6,SMARTWAT,28/11/2025
6,6,TV42,22/01/2015
3,9,CELULAA01,05/10/2017
5,9,SMARTWAT,21/08/2021
4,6,DRONE99,15/05/2016
8,6,LAPTOP15,09/10/2011
3,6,AIRE2200,15/08/2015
2,7,AIRE2200,28/05/2014
1,1,IMPRES33,30/03/2024
7,5,CELULAA01,10/05/2022
3,5,AIRE2200,27/02/2016
2,6,DRONE99,22/10/2012
4,10,CELULAA01,08/01/2024
6,4,CAMARAHD,16/10/2016
2,5,IMPRES33,13/10/2023
7,6,CONSOLA9,19/12/2021
4,8,TABLET10,05/02/2012
10,6,SMARTWAT,10/04/2021
8,4,DRONE99,17/05/2024
6,8,CAMARAHD,13/10/2013
7,6,TV42,11/04/2023
3,9,CAMARAHD,09/01/2023
4,7,TABLET10,17/06/2013
8,2,CELULAA01,03/11/2013
5,7,CELULAA01,10/10/2024
4,2,CELULAA01,03/01/2024
4,5,TV42,29/07/2023
5,7,CONSOLA9,28/07/2017
5,5,CONSOLA9,23/08/2022
4,7,TV42,04/12/2010
3,8,LAPTOP15,21/08/2010
6,7,AIRE2200,28/10/2011
8,5,SMARTWAT,08/01/2011
5,3,AIRE2200,21/05/2024
5,14,CELULAA01,08/12/2022
3,10,AIRE2200,09/12/2015
5,6,CAMARAHD,09/08/2024
5,6,TABLET10,23/09/2014
10,7,TABLET10,31/10/2022
4,11,TV42,06/05/2019
4,3,SMARTWAT,12/11/2023
9,6,DRONE99,01/05/2024
5,4,TABLET10,06/09/2010
4,9,CAMARAHD,03/03/2021
2,11,CAMARAHD,25/01/2024
4,6,TV42,28/03/2022
4,6,CONSOLA9,30/06/2016
5,9,TABLET10,25/05/2024
2,3,CAMARAHD,10/10/2016
8,3,IMPRES33,31/10/2020
3,6,TABLET10,30/06/2015
5,9,IMPRES33,13/05/2025
4,5,TABLET10,09/02/2019
5,4,SMARTWAT,02/09/2016
7,7,SMARTWAT,04/03/2020
6,4,DRONE99,21/08/2011
7,8,SMARTWAT,12/06/2025
3,8,CAMARAHD,06/05/2011
8,10,CELULAA01,18/07/2013
3,10,CONSOLA9,11/11/2019
6,7,SMARTWAT,28/04/2019
6,4,CAMARAHD,10/11/2020
6,7,CONSOLA9,01/06/2020
3,7,DRONE99,30/07/2014
1,9,TABLET10,18/08/2017
6,7,SMARTWAT,10/08/2023
5,8,SMARTWAT,22/03/2013
2,10,CELULAA01,04/01/2017
