valor_1,valor_2,codigo,fecha
600,9545,AL669,25/04/2014
172,6244,XR489,11/06/2024
812,7080,OJ116,08/04/2015
395,6947,YO002,19/08/2011
116,7552,LJ406,10/01/2022
740,2627,ZH945,18/01/2014
316,5797,FF765,10/06/2017
160,7588,PA547,18/11/2014
715,8589,WJ540,12/01/2012
141,4044,VE904,24/05/2012
124,5552,JB941,05/04/2025
138,6979,LQ546,18/05/2024
902,4341,QF159,05/09/2021
230,7884,GI083,15/05/2016
597,5214,OO759,01/03/2012
328,2249,FV892,07/09/2020
207,4925,XV684,12/03/2025
271,7043,GZ849,21/05/2012
534,2974,SY821,21/02/2010
577,3325,OQ522,04/10/2010
201,9192,CC679,22/11/2013
965,8932,PZ176,05/10/2020
623,2983,CY912,07/01/2017
374,2888,BX719,04/12/2015
712,4937,SU930,12/01/2010
143,4117,DO364,14/10/2016
916,4672,IF727,18/03/2018
116,6970,WT558,25/12/2017
429,9279,GV967,23/07/2013
668,9531,OG863,30/01/2013
922,3326,UQ958,01/06/2025
596,2470,EI491,07/01/2013
914,3987,ZF404,26/05/2024
111,2090,QC663,13/03/2015
417,2529,OE248,11/10/2025
691,6756,IY000,24/05/2022
315,6059,XT123,27/11/2018
438,6834,UY118,05/10/2022
875,4773,UX252,08/02/2021
760,6967,NG444,23/04/2019
180,3686,NO506,19/12/2018
826,2191,KJ663,19/03/2021
584,3986,TC613,19/06/2018
473,5623,HX510,17/04/2019
809,9409,GH990,08/06/2019
299,4185,HU839,20/01/2018
636,6440,RJ822,31/07/2012
565,9347,ZT020,06/06/2018
188,3008,ZW831,29/08/2018
367,5783,IN046,15/08/2016
754,8646,HM664,13/04/2013
670,6298,ZU234,21/08/2023
588,6668,VC387,03/12/2023
976,6287,KN583,16/10/2012
637,4052,OO908,10/09/2019
146,8009,IT307,20/07/2018
387,5308,BY474,04/02/2019
877,3716,FN102,22/02/2010
115,2310,CD211,29/11/2019
810,8692,GC740,27/05/2010
500,8199,DS487,07/02/2018
893,6538,RJ628,17/02/2011
185,3260,QS039,04/02/2021
349,6965,HX794,12/10/2015
490,5932,WY810,11/02/2021
881,5268,HC684,17/03/2019
434,2584,NN364,09/05/2021
728,7690,KC249,07/09/2010
618,4799,DG589,19/03/2023
236,7633,XC751,09/04/2019
982,9616,KL148,28/10/2018
787,2359,WA212,21/12/2019
939,7819,YX112,25/03/2012
597,4866,XD056,12/03/2015
926,8173,EN877,20/10/2011
826,7898,IG342,27/06/2022
576,4011,VE370,20/05/2017
693,8251,RA608,15/01/2014
322,6939,LC506,03/06/2019
471,6006,JW432,21/12/2010
501,3625,CB137,20/04/2010
542,4764,ML528,05/01/2010
589,2890,QD611,06/09/2015
714,8087,NH192,12/01/2019
372,8078,AB399,13/11/2021
625,7055,BT066,08/04/2020
258,7564,VK995,26/12/2015
251,9036,DW859,23/10/2019
719,7557,TX567,17/01/2010
287,2731,ZY892,02/12/2019
912,5961,UY703,12/03/2022
197,6701,JU924,22/10/2016
230,4504,TN202,29/11/2022
904,2614,ZI841,19/11/2022
270,5806,ET421,27/07/2023
282,8841,LT947,11/02/2024
463,8100,BX172,30/06/2021
138,3719,SV028,25/01/2018
626,9662,XU235,15/08/2012
987,6769,KY413,17/10/2024
596,7366,GM737,11/07/2013
615,8686,SA013,09/10/2018
448,3587,JJ428,05/08/2013
496,9000,RG152,06/12/2012
821,3611,DV309,13/03/2023
260,2896,ZV399,13/08/2012
115,7558,HM001,17/07/2016
592,2277,RB859,10/08/2018
525,6647,LZ798,26/02/2017
207,3636,CJ922,15/11/2024
993,4158,HE616,20/10/2017
549,4432,WD403,06/01/2016
410,5904,JC347,28/05/2018
838,6856,YI347,27/06/2020
269,5262,TW912,04/06/2014
645,9657,OX335,06/10/2020
513,8837,QD124,05/05/2012
350,3449,WE188,07/11/2024
858,6500,WH728,14/02/2014
880,7454,MZ272,10/05/2019
240,3232,VM880,05/08/2014
373,6117,NF724,25/04/2017
515,2677,EF241,04/07/2016
707,4658,CC338,01/02/2010
838,4028,GJ376,04/12/2011
990,7327,HJ128,17/06/2011
138,8151,OC402,01/10/2025
913,8845,WH433,30/03/2021
128,5758,TX732,17/07/2022
576,7904,CE582,21/08/2012
417,6624,BL338,11/05/2016
344,4037,GY681,30/10/2022
847,4649,GG990,31/10/2012
796,7772,ZU214,25/02/2023
371,2656,QE456,08/09/2016
539,2165,OA951,03/03/2024
847,6944,OK393,04/01/2016
338,6591,NP824,20/02/2022
476,2589,RZ845,29/05/2021
365,6524,IJ734,26/09/2025
458,4821,CC429,07/10/2016
439,6258,TR907,09/10/2020
488,8509,UR678,06/11/2012
676,9693,GA358,08/10/2017
788,3262,UX221,27/12/2010
102,2071,MQ906,17/09/2024
528,5516,SC261,24/05/2012
241,6750,GK050,21/08/2015
475,9989,UU354,05/10/2018
769,5580,RR010,06/08/2016
423,9962,JZ520,08/01/2014
245,2268,DZ675,28/09/2018
392,3776,WR382,23/02/2020
764,4462,TS174,12/01/2010
531,3268,MT893,02/09/2020
804,3015,TM521,13/02/2022
684,4722,IK889,27/12/2021
498,3083,WA984,25/09/2014
916,6101,PM067,28/03/2019
988,9876,DC959,05/09/2024
443,7077,KS769,28/01/2012
239,8713,IM528,15/05/2014
286,9984,UT464,11/06/2014
904,2406,SM505,16/12/2024
160,9384,OU439,04/08/2011
479,8049,WE210,04/01/2015
809,8169,PR533,09/12/2024
906,9982,VE118,30/04/2020
539,5076,RV516,03/11/2016
418,2985,LP445,19/07/2010
401,5603,SR244,27/01/2023
443,6485,LB535,03/04/2020
110,2709,FB959,10/03/2019
161,4618,BP084,07/06/2025
944,7567,IF819,08/05/2010
325,6849,VA484,03/10/2024
252,8289,EJ505,25/08/2021
810,3411,VU557,16/11/2011
663,8928,UO228,09/06/2019
871,7368,MO107,26/03/2010
670,6621,LK764,28/03/2021
683,3485,WP916,21/09/2024
759,8156,VW204,03/07/2010
960,4950,MH102,23/09/2018
674,8527,II728,21/07/2017
409,6651,JR016,07/02/2013
984,4934,WB506,06/03/2020
342,9566,AX376,08/05/2022
592,6114,AX089,21/01/2024
465,6670,UL266,12/04/2012
429,9658,SV459,20/05/2012
206,8894,QB350,24/07/2010
325,3003,YG012,26/08/2023
924,4466,GP528,05/04/2014
317,9504,EI107,17/11/2025
852,4466,ZO379,26/01/2013
605,3938,EO678,03/06/2016
358,3939,HX235,16/12/2015
987,3635,GQ080,02/10/2023
873,3698,LK985,14/09/2010
616,8265,HV765,24/11/2017
872,6527,JH255,12/03/2016
153,4091,JH093,31/05/2023
146,3895,NA413,08/04/2020
826,8039,PX430,05/02/2011
788,7436,KG506,13/07/2014
620,8524,PK856,05/02/2016
198,6240,TE323,21/06/2020
119,5398,VL143,24/07/2019
989,8506,VR804,19/12/2014
852,3073,VU487,10/09/2016
672,7184,ZY225,26/05/2021
990,4402,KV126,01/03/2018
589,6895,PT286,01/01/2025
518,9331,YD436,19/02/2017
789,5212,ML768,26/01/2013
949,6037,TO579,08/02/2012
161,8969,SK873,01/02/2023
244,3151,QK253,28/12/2017
315,4445,RX066,24/08/2020
102,3956,DH997,03/08/2018
259,9023,TB382,22/07/2016
838,6558,FL330,20/10/2011
880,7870,ZN691,24/04/2016
219,8141,WG885,11/04/2020
992,5907,MA221,09/03/2016
188,2807,LD628,25/07/2019
428,2186,ZE559,17/04/2020
679,7839,TP200,11/12/2010
456,6827,KO287,01/03/2015
709,8031,QQ815,12/08/2020
366,7309,FI427,20/06/2023
716,7507,IU088,21/06/2018
422,6524,CJ118,18/08/2016
734,9001,XS663,28/05/2013
640,3307,MJ172,30/03/2013
748,4284,CL554,25/01/2017
294,7313,JS774,10/10/2011
837,7406,XI316,12/11/2019
431,6866,JY969,22/09/2019
269,2757,NY130,12/03/2023
620,6231,SF730,09/04/2014
562,6887,DW240,12/05/2024
139,5854,UO479,17/01/2010
636,6266,PH848,27/12/2011
360,4206,RR055,16/09/2023
494,8344,NM084,18/06/2024
325,5558,QE869,31/03/2014
223,3580,AE210,05/12/2025
137,2961,HK411,06/08/2011
427,5847,FE549,11/11/2019
350,8726,HP057,25/08/2022
275,5575,WP109,01/05/2024
701,2875,HM254,06/03/2017
553,4418,LO874,10/05/2016
136,6198,YV910,30/04/2014
415,3001,YX615,04/09/2014
787,7244,DK220,14/04/2012
895,5384,BL026,07/10/2023
692,9119,MJ387,21/12/2014
213,6066,HZ869,04/11/2011
139,4845,PY000,31/05/2018
400,3481,HG055,13/09/2014
323,5301,ZA794,20/06/2017
417,2657,MS556,23/06/2013
448,9025,CU317,28/06/2020
214,7316,ZI054,15/04/2011
797,4780,NN701,11/12/2014
422,2422,TH962,20/02/2025
667,8715,CR483,13/02/2021
139,5681,FZ332,03/02/2025
965,6266,YJ579,30/08/2012
139,9549,NO211,30/06/2020
958,8316,MP198,07/07/2014
848,4710,MP591,17/01/2015
388,2452,ZH889,28/07/2025
361,4397,PH376,31/01/2023
315,3975,DF770,31/12/2018
246,3657,WH213,22/07/2019
435,4541,CQ021,06/02/2024
267,8763,EJ854,31/07/2013
191,5075,EY176,10/11/2014
452,5164,NA962,14/05/2023
670,4966,AX036,27/02/2015
670,4053,JE110,04/10/2012
915,2287,WE278,27/05/2022
780,7737,XC724,16/02/2021
880,5217,XO091,16/08/2021
462,5854,PI193,30/01/2015
656,3447,PE862,19/12/2018
444,8009,MF053,14/08/2013
792,2607,HN964,29/07/2020
269,6552,YF977,27/11/2012
455,3764,EW540,07/09/2020
290,3225,CI597,24/07/2018
766,3235,QV609,19/03/2024
521,3029,UO494,27/06/2015
799,4671,UJ335,14/01/2025
106,8519,YP753,27/11/2010
232,5962,GL917,22/02/2024
846,6542,DS681,16/04/2012
656,6930,FT039,25/03/2015
925,5177,EG970,03/05/2024
860,5722,TO897,15/08/2015
130,6906,VH575,11/11/2023
634,7520,MR838,11/06/2017
525,9263,FE949,15/04/2024
493,7507,MK687,02/07/2021
771,7054,DL012,16/01/2010
462,3475,MW907,26/04/2014
536,4896,AI138,04/11/2022
769,2808,QC260,22/04/2011
650,2978,DB033,25/01/2018
181,4463,KN759,15/07/2019
455,2725,FN656,03/08/2016
357,9671,JQ504,13/10/2019
817,4501,ZA868,21/06/2019
688,5362,QI615,30/01/2019
623,9701,GL664,02/10/2025
394,3216,QX444,25/11/2012
323,6051,TT496,13/04/2017
624,4197,BZ848,10/06/2020
145,7999,BP443,21/03/2021
766,4806,JI414,14/06/2020
212,2778,AV884,21/02/2014
332,2972,NF457,11/04/2015
116,4810,WC570,08/06/2024
459,9145,MA389,11/04/2012
322,7634,PC390,20/03/2018
965,7512,WO766,25/08/2012
799,9483,UV163,28/09/2013
547,4123,ZX310,04/09/2011
955,2598,UW384,23/03/2020
464,5341,TC927,27/09/2022
774,2224,CN350,22/08/2021
425,7649,YQ950,23/04/2019
566,8256,EA547,20/10/2015
513,8394,YP805,14/11/2010
554,9400,WR287,30/03/2019
685,2840,ZY174,22/08/2016
332,3814,KY063,05/11/2019
323,6809,JH571,03/12/2010
930,3106,JB714,06/06/2012
511,2124,PP606,24/05/2012
671,5246,GR780,07/01/2014
434,7188,YL194,22/09/2022
321,9214,NP436,15/04/2019
136,4931,DO922,22/09/2012
377,7375,KW406,24/09/2016
295,7846,GB564,01/03/2016
963,6125,WV657,11/02/2010
583,8424,ZO230,23/06/2023
341,4971,QT686,02/04/2013
423,4017,CX367,24/11/2010
830,9404,MV167,01/02/2024
291,9415,TO349,25/03/2018
116,4415,QZ934,17/10/2022
623,6590,RH311,04/08/2023
500,5096,BN465,16/09/2024
985,3609,KX226,16/02/2021
804,2717,UQ313,29/11/2012
121,5561,VO697,21/03/2017
573,3016,WO170,21/04/2019
219,5565,HF811,07/02/2011
309,7433,NH799,19/06/2023
405,6701,DX898,28/05/2018
369,6470,PV047,24/08/2013
803,8782,HS972,23/03/2025
786,3960,EW044,16/03/2016
384,3048,NO307,16/11/2022
815,3357,KF796,23/09/2012
775,5426,JF129,11/01/2018
862,2115,BJ946,12/01/2014
326,4095,EX063,08/12/2019
480,9905,AS280,02/04/2023
559,3801,BN887,10/08/2022
106,4146,AD483,18/06/2025
128,7578,YU778,02/04/2012
132,7642,YN538,02/11/2025
745,3620,XQ910,04/04/2018
978,8548,ZQ917,28/05/2023
178,9381,RB902,15/08/2025
558,6780,VL557,30/11/2025
669,4950,VI920,11/03/2017
637,8646,AE491,29/05/2020
581,5792,GH649,02/08/2023
529,7567,DC744,07/08/2015
837,4941,FO505,06/07/2014
384,7695,KM470,21/12/2019
615,8401,KA895,21/12/2018
198,8987,AD728,06/03/2022
496,8264,HC991,03/06/2024
588,6905,TZ442,08/09/2014
138,2977,SA632,20/02/2015
370,8197,CB890,26/08/2025
986,5066,VR536,08/02/2025
896,7450,KS140,26/09/2014
256,2783,VO056,29/12/2015
174,2240,FC664,16/07/2015
983,7874,BF439,26/10/2021
899,3553,GZ199,06/08/2010
229,6578,SZ892,15/01/2016
786,3012,VO314,25/04/2014
183,2186,CF242,28/10/2018
121,3881,JY253,18/07/2017
558,8799,KU986,27/09/2023
638,8405,VM490,02/02/2011
806,7048,KI672,16/09/2018
948,7483,XG482,18/06/2023
481,6586,XO703,19/05/2017
847,2430,AQ573,02/07/2013
539,2238,YT046,05/12/2010
703,8447,CX990,28/06/2015
120,4345,VH979,17/12/2014
402,2075,BH049,23/12/2024
968,9867,GN574,23/06/2020
183,3356,ED280,04/04/2010
873,8019,QH382,21/07/2024
758,9142,DU642,09/11/2015
552,7877,XS124,24/04/2017
486,8785,HB813,16/05/2010
606,9641,BJ464,27/11/2019
356,6922,CR094,25/07/2021
669,4330,PW074,10/08/2017
991,6686,VB344,20/09/2013
626,8215,ZH479,27/06/2010
261,9430,JD407,17/08/2025
262,8846,KZ772,01/05/2020
931,3902,OX199,02/12/2015
892,8006,IW525,02/03/2020
891,6013,WY661,24/07/2023
623,6670,OQ530,11/03/2025
885,9143,ZF322,30/08/2010
370,6987,PC087,23/05/2025
591,4059,RL559,09/05/2010
307,2140,CN245,30/12/2024
638,3789,OB108,05/08/2022
683,5626,RC144,02/01/2021
159,2016,XS155,23/06/2014
529,7182,PT241,10/07/2021
756,6348,WR566,11/08/2013
704,2464,UI869,26/11/2020
408,6471,RX295,16/05/2015
619,3827,DX804,05/01/2016
690,5028,TS450,23/02/2023
126,2519,YS182,23/09/2011
785,7956,VX094,18/01/2024
661,2089,PZ335,05/03/2019
298,6815,MC538,27/05/2010
486,4851,TV298,15/05/2011
448,4843,DR222,27/09/2022
792,6725,OV386,13/11/2021
635,3884,UH569,29/01/2011
927,9342,UU134,24/07/2024
477,6171,UJ042,22/09/2012
998,9780,GW145,05/04/2014
657,2925,WO926,27/11/2014
626,5734,FY486,28/08/2024
252,8543,XC956,03/07/2019
833,7901,DC172,09/07/2022
305,2969,LL503,19/04/2019
554,3094,NU126,25/05/2021
372,8124,TB378,26/02/2017
993,9347,EU895,21/04/2021
335,5195,XI119,01/11/2021
951,3404,DR625,18/10/2022
839,5364,AA001,28/03/2025
620,8940,ZX461,10/05/2020
777,6290,DB086,22/09/2012
930,5982,CK799,01/03/2017
825,6323,HE552,24/05/2024
600,9598,YF075,14/02/2014
216,6013,HV887,13/03/2016
485,7555,VP992,23/07/2012
443,9954,VX847,30/08/2020
683,6556,JQ334,08/06/2011
494,6713,SE123,02/04/2016
163,5092,XA491,28/06/2022
816,6159,XH589,20/05/2024
820,8308,UW290,29/11/2019
171,4074,MU283,07/07/2024
888,9478,IJ423,29/12/2010
373,9155,NU775,23/08/2021
419,2284,LN666,07/07/2020
437,7779,OC335,07/01/2016
465,8424,NN405,08/04/2012
594,6933,DW199,08/01/2023
706,6926,UY509,23/11/2010
265,3187,LT268,25/11/2017
643,5969,RM222,03/08/2011
110,4965,PS076,11/07/2018
400,6319,BL467,18/04/2014
828,2783,NE561,11/09/2018
900,9313,VX336,19/03/2012
201,9108,IW185,02/04/2011
524,2949,FS364,25/01/2011
491,5939,QG858,10/02/2012
878,9197,FY534,15/05/2010
313,2044,FX225,13/10/2016
790,3810,NO560,06/11/2024
187,6566,GO113,06/10/2019
652,4081,ML684,17/02/2016
500,8796,JQ645,19/02/2015
687,5498,KH314,25/06/2014
988,2829,JL370,23/10/2024
145,3909,TR469,08/01/2015
771,8364,IF102,22/09/2010
562,7987,RL450,29/08/2010
691,4581,EY597,22/02/2015
409,2691,GB076,27/05/2025
185,6019,LZ930,28/01/2019
191,7486,AX704,28/10/2014
759,2931,NT321,25/08/2013
772,6936,KV477,17/08/2017
813,9910,MC711,12/08/2023
341,9154,DV945,19/12/2016
964,8034,TO551,12/04/2018
101,7669,MO228,21/08/2024
324,8725,ZN405,27/08/2023
900,9283,ZC293,17/03/2019
844,8382,EM933,18/07/2010
688,5406,DU634,28/04/2019
215,8584,ZR023,07/06/2012
765,2147,HL319,23/06/2010
202,3032,CA621,10/03/2015
293,3311,BN906,07/07/2013
265,2387,BK935,10/08/2010
970,5121,DA673,23/03/2012
189,3873,VC825,01/06/2017
785,5588,CF825,03/05/2023
221,2915,JD036,02/03/2015
242,3878,VM989,23/12/2014
205,8781,NT318,22/06/2010
986,9754,ZZ273,19/01/2024
527,5748,NO861,20/04/2024
404,2277,IW881,13/10/2014
971,3977,EM094,28/11/2017
416,3859,KF944,09/07/2011
734,5036,OD150,18/06/2014
108,5371,RZ313,05/12/2010
873,7921,VT526,14/07/2011
172,8732,HY684,15/09/2015
458,7929,HH686,17/12/2021
322,8792,VK887,25/11/2020
515,6713,GA674,14/02/2018
652,7726,WW397,04/12/2023
469,4182,JM553,12/05/2022
815,6675,TY472,29/05/2023
363,3170,OK887,07/08/2011
939,2489,XT378,05/12/2013
789,4525,PF621,29/11/2017
959,3182,HQ602,03/04/2013
417,6479,EQ509,20/03/2015
183,6258,SM563,24/04/2014
417,4488,BP738,03/10/2016
210,3876,NS028,17/02/2024
350,7308,QI954,04/02/2011
482,4462,CJ991,26/08/2011
106,7458,WA540,12/04/2013
558,3630,GS905,21/07/2011
183,7300,CZ940,08/10/2020
307,2287,EL623,15/07/2012
999,7953,HH546,26/03/2023
489,6282,GE917,19/10/2022
413,3907,MB667,08/06/2017
121,3161,IV989,17/12/2022
509,2129,CH244,28/08/2012
994,8337,OV999,09/10/2021
614,4363,XW368,10/08/2012
226,9952,YD151,11/04/2012
908,7983,XA042,06/02/2011
799,2143,JQ607,01/11/2021
973,2015,GM744,25/07/2011
113,9469,OZ038,06/07/2021
111,8566,LX227,19/07/2019
186,2244,CK367,30/08/2014
623,2926,ZQ304,02/05/2019
636,5178,DY546,23/04/2020
400,9255,OS403,14/05/2022
342,4176,UJ190,22/03/2019
221,7002,WP055,25/04/2020
246,2886,BB862,07/01/2012
666,2340,WC667,24/04/2022
849,4051,JF759,26/07/2018
455,5398,AG304,11/10/2024
784,7529,ED143,02/10/2018
832,5950,LV264,14/07/2020
730,2305,ZL490,12/06/2019
408,2907,NN146,06/07/2014
794,4654,QK799,08/11/2023
387,5792,MB443,31/03/2015
406,9392,KD010,26/08/2022
911,6042,EN738,18/06/2010
693,3371,QL231,27/01/2025
822,9135,GR600,28/10/2011
761,2320,LK800,22/11/2024
648,6654,HV635,12/06/2017
451,6059,HT136,04/06/2012
411,7300,KO967,12/07/2016
972,8761,FF209,26/09/2025
158,8854,LM823,14/12/2017
742,7505,DR791,12/06/2021
813,7737,ZR549,28/12/2017
854,9959,MI800,26/03/2017
134,9939,XW708,20/01/2025
544,3131,LL554,22/08/2020
192,4578,CI946,23/07/2014
306,8553,BN228,20/09/2017
452,6042,MB591,30/11/2016
431,5367,XS419,06/09/2019
916,2817,QG754,18/09/2020
961,7290,FP115,03/12/2025
824,9498,YQ551,07/02/2012
258,8636,YN032,05/01/2011
123,9362,NI436,18/01/2016
503,2011,RL775,18/03/2020
904,2194,BY246,28/10/2013
615,4537,SX561,13/11/2017
831,4842,TP017,14/06/2010
463,9024,AL046,16/07/2020
481,4229,IO814,28/05/2025
631,5009,IC773,13/10/2019
251,9984,ZX703,25/08/2020
661,6751,CH348,20/04/2011
788,8017,XQ000,29/06/2025
707,9483,PE653,30/06/2023
716,8837,JE936,17/05/2022
519,4077,JC970,11/10/2020
349,7715,IJ615,24/08/2022
216,9845,GB990,07/03/2013
965,5867,DQ791,27/09/2014
611,9960,GL909,11/07/2013
839,7215,ZD227,20/05/2017
677,9548,WR932,28/09/2014
434,6873,FV330,18/11/2024
517,2443,QB830,20/05/2014
873,2297,GP453,17/09/2015
394,6903,ZE945,12/09/2017
854,7856,BH591,17/10/2025
470,2844,WW235,12/05/2018
285,3015,QW931,29/08/2012
345,3384,EK706,18/10/2020
736,3397,FV452,08/11/2025
367,2553,HX788,30/03/2010
742,4350,CZ459,28/06/2021
336,6516,OW272,06/04/2010
629,3269,TB143,29/04/2025
651,9887,NS734,18/05/2016
120,3260,HR615,19/12/2015
836,9701,SL355,18/09/2024
966,2184,CP890,21/04/2018
893,6563,LE042,14/11/2025
619,8897,BV615,02/09/2013
199,4410,VU642,04/09/2012
851,7402,HW257,24/12/2012
577,7672,PD971,05/01/2020
698,6431,YY106,25/09/2010
397,4209,CX469,04/09/2023
625,9327,QX447,28/10/2016
433,7593,AG189,07/10/2020
101,5672,EK279,29/03/2017
474,9489,JT644,05/07/2010
392,8155,OS164,13/10/2020
936,7543,DP198,06/06/2013
652,9240,VS329,28/05/2016
417,6683,XJ765,10/08/2016
601,3881,BU163,24/11/2016
927,6296,DR863,04/01/2017
480,2521,QB908,30/03/2021
722,3887,QJ678,01/06/2023
113,4552,AV758,22/02/2021
603,5809,CE805,17/08/2018
330,7807,FL519,13/06/2012
183,6883,LZ028,07/07/2015
229,9206,IR174,20/04/2011
842,6155,HD371,04/03/2019
937,6673,TZ198,23/12/2014
244,6416,RV225,13/02/2016
990,7554,SR824,15/11/2010
956,9803,AO715,14/11/2021
127,9843,YM402,30/01/2022
165,5479,KA596,12/01/2013
262,8133,ES315,29/08/2025
328,7018,VN604,07/05/2023
360,3409,SZ772,12/11/2018
548,3694,SO306,23/02/2019
523,6664,YX487,12/01/2021
559,7197,AU133,22/12/2012
775,9361,JZ245,04/03/2025
400,9452,FF912,03/06/2024
402,2526,OW597,07/07/2018
386,8667,XG202,28/10/2020
494,4660,BR010,18/08/2014
109,9323,IQ000,22/09/2023
806,9507,OJ619,04/09/2017
729,4172,CF657,19/09/2012
369,6966,ZL157,09/06/2013
691,2279,ET301,15/09/2023
704,4964,UN527,12/08/2020
877,5977,CA736,22/11/2019
943,4669,HE846,09/01/2024
961,4893,RN542,01/12/2012
460,7988,UT502,24/02/2025
356,9825,ZM944,28/02/2024
232,3751,DJ332,21/12/2014
375,5981,DC069,12/08/2017
875,6769,DD174,15/02/2017
782,7247,IN025,04/07/2013
612,4361,XA115,08/06/2018
412,6427,GB443,21/09/2016
675,7269,PT115,02/07/2018
985,8135,ZR756,26/08/2016
383,7573,CD791,26/02/2020
220,6131,YK961,11/04/2013
206,3708,AG752,08/06/2014
786,7539,KG760,11/10/2013
303,9189,SQ241,02/11/2018
264,8349,CN868,23/12/2016
404,4686,CM117,29/02/2012
596,4895,YT945,15/02/2025
731,7475,ID556,05/05/2010
655,6535,VP791,11/09/2017
923,4776,GM368,15/06/2021
255,3119,GA520,13/01/2013
466,4988,AZ422,21/07/2025
818,6259,GA004,21/10/2011
719,6243,IR638,09/04/2010
350,9697,DM152,26/11/2011
981,8437,PX772,02/08/2025
433,2194,NY442,03/07/2022
741,2662,AS886,15/04/2024
610,2479,QA973,27/12/2020
392,6218,AO134,20/08/2021
119,3423,YK219,01/01/2014
381,8842,MD335,08/05/2017
896,7060,GL324,21/05/2014
100,9619,ME113,04/12/2025
218,4708,TL581,27/07/2018
134,5175,BY837,01/08/2014
297,7874,WN628,25/04/2017
584,7581,CH582,20/06/2016
856,5814,EY308,29/06/2019
158,4014,HD775,06/04/2010
936,5789,ZV603,22/03/2014
260,6805,PC690,23/08/2019
790,4443,OW131,30/01/2024
305,2911,EX081,10/11/2021
111,7456,YP064,18/11/2013
589,9148,KS746,15/02/2011
375,9766,WZ294,04/05/2023
792,5213,YY587,11/10/2020
341,4364,QD916,11/06/2020
315,7830,IJ682,25/04/2017
350,5629,RC932,29/04/2013
910,7919,OL363,07/11/2010
225,9694,YZ613,05/10/2015
316,7675,DQ324,30/09/2024
405,5472,NY587,23/04/2024
896,2680,LZ700,30/06/2018
284,7429,XJ572,13/02/2013
138,8638,FV833,27/08/2015
322,6651,SI624,11/08/2012
283,2609,ZP903,14/08/2023
594,9940,YB416,26/10/2025
526,4156,XG477,08/10/2024
277,5866,AX056,04/04/2021
527,2371,EM431,05/09/2024
393,8998,AW823,19/06/2023
951,2615,JC711,22/03/2011
250,8911,XR357,30/05/2010
483,8010,CS766,17/07/2011
737,4253,AC610,11/03/2020
912,6942,MS563,24/02/2016
407,6138,QH407,22/12/2014
435,2864,GC185,09/05/2014
845,3268,NA260,15/02/2012
991,9454,SM871,26/07/2022
474,7474,LH827,12/07/2016
107,2784,YD427,09/12/2024
440,6571,ZC515,24/06/2024
228,6178,LI875,20/11/2020
875,7229,OJ339,09/04/2014
768,4237,CX318,09/04/2019
451,6054,RZ591,29/10/2023
457,6895,BO517,23/07/2010
616,2935,HM485,26/06/2010
594,5980,LY754,21/06/2024
185,8394,OE936,29/04/2018
274,9891,QD029,31/01/2022
901,4338,TC628,06/05/2015
292,7764,NE664,10/10/2015
410,9368,AC132,27/12/2015
218,9964,NZ676,23/08/2024
317,2325,GP060,07/07/2022
526,3534,SZ421,18/07/2020
513,5480,MJ386,29/10/2019
213,9774,TJ560,12/11/2021
244,5861,IX964,05/09/2010
637,3985,JT726,22/08/2023
747,8060,VA962,18/05/2020
402,6932,HB428,09/11/2023
843,6603,DW869,16/11/2011
980,4778,JS294,01/03/2022
687,9768,VM432,22/02/2019
939,8215,SF607,02/01/2019
444,3270,RP456,17/09/2018
913,2640,TX711,30/11/2017
900,9891,RQ359,04/09/2023
100,9083,MJ159,14/11/2020
246,7974,UQ948,15/08/2014
386,6703,BY955,27/01/2014
753,9754,QP460,31/10/2025
152,8054,YO074,30/11/2022
403,6078,VY777,16/03/2013
168,6661,CK431,28/09/2023
460,3367,AX197,14/07/2011
701,6042,ST346,15/12/2021
319,8197,AB185,29/10/2014
803,7849,EN758,03/10/2024
674,4575,OZ803,09/09/2018
684,8754,TE473,06/07/2011
260,5603,BS936,10/10/2017
780,3581,ZT099,16/08/2020
188,3986,HS808,26/02/2018
787,4240,QR917,01/06/2019
880,5966,QN354,22/05/2016
684,4105,ZK177,31/01/2020
856,9604,JH441,20/04/2019
688,9278,RF218,30/07/2024
258,2128,IZ574,11/01/2020
588,7968,II680,02/06/2013
423,6801,ZZ001,04/04/2012
709,5996,RF350,28/01/2013
480,2851,AB348,10/12/2024
201,9493,FV333,18/10/2014
593,6103,YS181,13/04/2016
743,4076,QQ092,14/02/2024
713,7231,GD259,04/10/2019
118,4994,GQ702,14/04/2019
553,5744,AG806,17/12/2016
581,8274,XD395,09/11/2025
693,8331,FH593,09/01/2022
496,7794,VY230,23/06/2020
378,4756,AJ545,08/08/2016
950,7594,MD374,01/05/2016
464,9531,HR276,19/01/2011
430,9371,NZ917,24/02/2023
740,8355,ZT037,08/02/2016
443,3644,KD205,01/12/2021
921,6371,MF709,24/12/2023
554,5144,JC141,24/05/2022
700,7798,XO387,26/02/2010
824,7891,QN853,05/03/2025
754,2242,QC472,26/07/2021
164,6085,ZN801,22/09/2015
175,9954,KZ205,18/02/2014
810,9269,LJ650,16/10/2014
242,9130,HG074,04/04/2018
927,8828,NU959,30/11/2014
704,2170,FM606,30/03/2013
572,2652,LA607,12/06/2022
516,8028,HZ306,21/01/2015
404,8331,EO510,17/08/2014
835,5512,FA622,20/01/2025
